;Id;Метро;Расстояние до метро;Время до метро;Улица;Дом;Стены;Комнат;Общая площадь;Жилая площадь;Кухня;Этаж;Этажность;Лифт (пасс.);Лифт (груз.);Балкон;Лоджия;С/у (разд.);С/у (совм.);lng;lat;Цена (руб.);валюта цены;Новостройка
686;2861760;Кропоткинская;214;3;улица Остоженка;3/14;кирпич;4;154.0;0.0;0.0;4;6;1;1;0;0;2;0;55.74385699999999;37.60196;99,000,000;2;0
687;2861781;Арбатская;445;7;Большой Афанасьевский переулок;30;кирпич;3;155.0;0.0;0.0;3;5;1;1;2;0;2;0;55.75019;37.597459;147,973,720;1;0
688;2861782;Чистые пруды;454;7;Мясницкая улица;22;кирпич;5;379.0;0.0;0.0;4;4;1;1;1;0;3;0;55.761770999999996;37.633841;100,000,000;2;0
689;2861790;Маяковская;579;9;улица Малая Дмитровка;29С1;кирпич;2;156.0;0.0;0.0;4;6;1;1;0;0;2;0;55.771439;37.603809999999996;86,854,140;1;0
690;2861817;Новокузнецкая;213;3;Руновский переулок;12;монолит;6;344.0;0.0;0.0;8;9;1;1;1;0;4;0;55.742666;37.632637;308,814,720;1;0
691;2861818;Красные ворота;1089;16;1-й Басманный переулок;12;кирпич;5;150.0;0.0;0.0;4;6;1;1;1;0;2;0;55.771696999999996;37.664114;96,504,600;1;0
692;2861825;Кунцевская;728;11;Можайское шоссе;2;монолит;2;195.0;0.0;0.0;20;25;1;1;1;0;0;0;55.724270999999995;37.446909999999995;135,106,440;1;0
693;2861830;Арбатская;993;15;Большая Никитская улица;45;монолит;5;241.0;0.0;0.0;0;7;1;1;0;0;0;0;55.757526;37.590632;386,018,400;1;0
694;2861831;Первомайская;590;9;Средняя Первомайская улица;26;монолит-кирпич;6;330.0;0.0;0.0;19;20;1;1;0;1;4;0;55.794355;37.808096;100,000,000;2;0
695;2861843;Арбатская;993;15;Большая Никитская улица;45;монолит;6;329.0;0.0;0.0;0;7;1;1;0;0;0;0;55.757526;37.590632;225,177,400;1;0
696;2861844;Университет;2205;33;Мичуринский проспект;6к3;монолит;4;234.0;0.0;0.0;8;16;1;1;0;3;3;0;55.712766;37.528064;147,000,000;2;0
697;2861856;Кропоткинская;323;5;Колымажный переулок;10;монолит-кирпич;3;170.0;0.0;0.0;2;8;1;1;0;1;2;0;55.748199;37.604403000000005;334,549,280;1;0
698;2861866;Третьяковская;206;3;3-й Кадашевский переулок;4;монолит;5;553.0;0.0;0.0;3;5;1;1;0;0;3;0;55.74240699999999;37.624202000000004;759,169,520;1;0
699;2861868;Охотный Ряд;534;8;переулок Брюсов;19;монолит;4;178.0;0.0;0.0;5;8;1;1;1;0;3;0;55.759972999999995;37.608077;437,487,520;1;0
700;2861870;Кропоткинская;559;8;улица Серафимовича;2;нет данных;5;204.0;0.0;0.0;2;12;1;1;1;0;3;0;55.74446;37.613018;95,000,000;2;0
701;2861881;Театральная;541;8;улица Большая Дмитровка;7/5С1;кирпич;4;262.0;0.0;0.0;6;7;1;1;2;0;4;0;55.760434;37.614419;238,044,680;1;0
702;2861890;Октябрьское поле;645;10;улица Маршала Бирюзова;31;монолит;4;172.0;0.0;0.0;12;12;1;1;0;0;2;0;55.796623;37.487002000000004;90,000,000;2;0
703;2861892;Краснопресненская;322;5;переулок Капранова;4;монолит;3;182.0;0.0;0.0;7;14;1;1;1;0;3;0;55.757739;37.574399;302,381,080;1;0
704;2861904;Краснопресненская;322;5;переулок Капранова;4;монолит;5;232.0;0.0;0.0;2;14;1;1;0;0;4;0;55.757739;37.574399;193,009,200;1;0
705;2861937;Чистые пруды;576;9;Большой Харитоньевский переулок;16-18;кирпич;6;420.0;0.0;0.0;5;7;1;1;6;1;5;0;55.765205;37.647486;386,018,400;1;0
706;2862125;Пушкинская;537;8;Большой Козихинский переулок;4;кирпич;4;100.0;68.2;11.0;4;4;0;0;0;0;1;1;55.762014;37.598636;49,000,000;2;0
707;2862436;Шаболовская;556;8;Мытная улица;44;монолит-кирпич;3;109.1;85.0;14.0;9;24;2;1;0;0;1;1;55.721001;37.615884;28,600,000;2;0
708;2863037;Славянский бульвар;5142;77;Беловежская улица;61;панель;2;45.0;28.0;6.0;4;9;1;0;0;0;1;0;55.708754000000006;37.395635;6,200,000;2;0
709;2865714;Университет;134;2;Ломоносовский проспект;25к1;не заполнено;3;157.0;70.0;15.0;3;19;1;1;0;2;0;3;55.693591000000005;37.532439000000004;85,000,000;2;0
710;2867823;;0;0;;;монолит-кирпич;3;224.2;172.0;30.0;42;70;2;2;0;0;2;2;55.75396;37.620393;94,754,550;1;0
711;2869058;Пятницкое шоссе;1049;16;Муравская улица;3;монолит-кирпич;5;299.0;142.0;37.0;1;3;0;0;0;0;0;4;55.861534999999996;37.36228;77,203,680;1;0
712;2869880;Братиславская;2618;39;Ставропольская улица;17А;кирпич;0;75.0;18.0;9.0;3;3;0;0;0;0;1;0;55.682269999999995;37.751709000000005;2,650,000;2;0
713;2871517;Смоленская;351;5;Малый Каковинский переулок;8;не заполнено;3;142.0;0.0;0.0;7;12;0;0;1;0;0;2;55.750788;37.58508;131,454,540;3;0
714;2875355;Тушинская;1574;24;улица Большая Набережная;19к1;монолит-кирпич;1;46.0;20.0;10.0;10;25;2;2;1;0;0;1;55.831949;37.459415;13,000,000;2;0
715;2875564;Улица Академика Янгеля;1088;16;улица Газопровод;15;панель;3;76.4;44.8;13.0;6;17;1;1;2;0;0;0;55.589273999999996;37.612640999999996;12,500,000;2;0
716;2876608;Смоленская;446;7;Малый Новопесковский переулок;8;не заполнено;4;207.0;207.0;0.0;8;14;1;1;0;0;1;1;55.749632999999996;37.577560999999996;353,850,200;1;0
717;2876670;Арбатская;688;10;Большая Никитская улица;31;кирпич;7;757.0;757.0;0.0;5;7;1;0;0;0;0;0;55.756766000000006;37.595878000000006;579,027,600;1;0
718;2876860;Проспект Вернадского;1719;26;Ленинский проспект;111к1;монолит-кирпич;6;385.0;200.0;45.0;14;48;1;1;0;0;0;0;55.661246999999996;37.508355;100,000,000;2;0
719;2879477;Пушкинская;393;6;Богословский переулок;12А;монолит;3;135.0;100.0;15.0;7;8;0;0;0;0;0;0;55.763493000000004;37.599319;303,989,490;1;0
720;2879873;Кунцевская;2165;32;Можайское шоссе;32;кирпич;3;70.0;45.0;9.0;9;10;1;1;1;1;1;0;55.719621999999994;37.418506;12,500,000;2;0
721;2879888;Молодежная;2428;36;Можайское шоссе;32;кирпич;3;70.0;45.0;9.0;9;10;1;1;1;1;1;0;55.719621999999994;37.418506;12,500,000;2;0
722;2881237;Чистые пруды;319;5;Сретенский бульвар;6/1;кирпич;5;370.0;220.0;54.0;5;5;2;1;1;0;0;3;55.766101;37.633598;204,484,840;3;0
723;2881253;Сретенский бульвар;210;3;Сретенский бульвар;6/1;кирпич;5;370.0;230.0;54.0;5;5;1;1;1;0;0;3;55.766101;37.633598;204,484,840;3;0
724;2883679;Кропоткинская;748;11;Бутиковский переулок;5;монолит-кирпич;5;415.0;415.0;0.0;6;6;1;0;0;1;0;0;55.738622;37.602813;1,544,073,600;1;0
725;2883758;Парк Культуры;828;12;Большой Левшинский переулок;11;кирпич;7;255.0;255.0;0.0;3;7;1;0;0;0;0;0;55.742164;37.588341;542,664,667;1;0
726;2883787;Боровицкая;245;4;улица Знаменка;13С1;кирпич;7;698.0;698.0;0.0;8;8;0;0;0;0;0;0;55.74983100000001;37.605562;410,000,000;2;0
727;2885395;Тушинская;1449;22;улица Большая Набережная;19к3;монолит-кирпич;4;125.0;69.0;9.0;23;25;3;1;3;0;0;2;55.830513;37.458409;55,728,295;1;0
728;2888405;Воробьевы горы;1876;28;Мичуринский проспект;6к3;монолит-кирпич;4;204.0;130.0;20.0;12;15;1;1;0;3;1;2;55.712766;37.528064;130,000,000;2;0
729;2888409;Университет;2205;33;Мичуринский проспект;6к3;монолит-кирпич;4;230.0;130.0;20.0;12;15;1;1;0;3;2;2;55.712766;37.528064;130,000,000;2;0
730;2888533;Университет;2205;33;Мичуринский проспект;6к3;монолит-кирпич;4;190.0;105.0;30.0;3;16;1;1;0;2;1;2;55.712766;37.528064;185,903,480;1;0
731;2889064;Воробьевы горы;1876;28;Мичуринский проспект;6к3;монолит-кирпич;7;459.0;300.0;45.0;14;15;1;1;0;1;0;3;55.712766;37.528064;128,672,800;1;0
732;2889073;Арбатская;1165;17;Малый Каковинский переулок;8;не заполнено;3;142.0;0.0;0.0;7;12;1;1;0;1;0;2;55.750788;37.58508;131,454,540;3;0
733;2889085;Университет;2205;33;Мичуринский проспект;6к3;монолит-кирпич;6;715.0;450.0;50.0;13;15;1;1;0;3;4;4;55.712766;37.528064;265,908,371;1;0
734;2889781;Беляево;310;5;Профсоюзная улица;91;не заполнено;3;140.0;75.0;15.0;4;18;1;1;0;1;0;2;55.64090899999999;37.526834;45,000,000;2;0
735;2889824;Фрунзенская;1059;16;2-й переулок Тружеников;4/19С1;кирпич;3;72.0;52.0;7.0;1;6;1;0;0;0;1;0;55.736118000000005;37.573492;17,000,000;2;0
736;2891693;Воробьевы горы;2119;32;Мичуринский проспект;6к2;монолит-кирпич;4;208.0;129.0;15.0;6;17;1;1;0;2;0;3;55.714039;37.524623999999996;232,379,350;1;0
737;2891741;Университет;2391;36;Мичуринский проспект;6к2;монолит-кирпич;4;208.0;129.0;15.0;9;16;1;1;0;3;1;2;55.714039;37.524623999999996;159,345,840;1;0
738;2899863;;0;0;улица Пречистенка;17/9;кирпич;3;105.0;83.0;17.0;6;6;1;0;0;0;1;1;55.742048;37.595123;64,336,400;1;0
739;2902747;Измайловская;709;11;Первомайская улица;37;кирпич;3;66.0;48.0;8.0;2;4;0;0;0;0;1;0;55.793581;37.7843;11,500,000;2;0
740;2905463;Текстильщики;1342;20;Волжский бульвар;3к1;панель;4;105.6;64.9;11.0;17;23;1;1;1;1;1;1;55.719094999999996;37.744756;19,700,000;2;0
741;2909503;;0;0;улица Маршала Савицкого;4к1;панель;3;69.0;45.0;9.0;2;14;1;1;0;1;1;0;55.505164;37.576492;7,350,000;2;0
742;2909687;Фрунзенская;272;4;Трубецкая улица;10;не заполнено;3;147.0;87.0;22.0;5;12;1;1;0;0;0;0;55.727217;37.576043;128,672,800;1;0
743;2910212;Чкаловская;402;6;Подсосенский переулок;24;кирпич;3;91.7;60.0;30.0;2;6;1;0;0;0;0;2;55.755991;37.652688;36,000,000;2;0
744;2912389;;0;0;Минская улица;1А;монолит;4;170.4;100.0;20.0;2;5;1;1;0;0;0;2;55.718872;37.499893;133,484,000;1;0
745;2913196;Перово;845;13;Новогиреевская улица;28;панель;5;110.0;71.0;11.0;1;17;1;1;0;0;1;1;55.755311999999996;37.795303999999994;20,000,000;2;0
746;2914020;Парк Культуры;696;10;Бутиковский переулок;5с2;не заполнено;5;277.0;0.0;0.0;3;6;1;1;0;0;0;0;55.738170999999994;37.602894;643,364,000;1;0
747;2914026;Смоленская;514;8;Большой Николопесковский переулок;13С1;не заполнено;6;336.4;0.0;0.0;4;5;1;1;0;0;0;0;55.750925;37.589698;241,261,500;1;0
748;2914028;Новослободская;206;3;Весковский переулок;2;не заполнено;5;171.5;0.0;0.0;8;10;1;1;0;0;0;0;55.778273999999996;37.598959;141,540,080;1;0
749;2914046;Третьяковская;310;5;Лаврушинский переулок;11к1;не заполнено;5;261.0;0.0;0.0;3;6;1;1;0;0;0;0;55.742154000000006;37.621371999999994;335,836,008;1;0
750;2914047;Тверская;966;14;1-й Тверской-Ямской переулок;11;монолит;4;180.0;0.0;0.0;10;12;1;1;0;0;0;0;55.773155;37.597208;288,355,745;1;0
751;2914053;Киевская;756;11;Саввинская набережная;9;монолит;4;191.8;0.0;0.0;9;15;1;1;0;0;0;0;55.736914;37.569396000000005;167,274,640;1;0
752;2914056;Славянский бульвар;2686;40;Минская улица;1ГК2;не заполнено;5;260.0;0.0;0.0;15;20;1;1;0;0;0;0;55.712127;37.499390000000005;183,358,740;1;0
753;2914057;Фрунзенская;697;10;3-я Фрунзенская улица;19;не заполнено;4;166.0;0.0;0.0;7;9;1;1;0;0;0;0;55.723313;37.571965000000006;255,840,000;2;0
754;2914097;Новослободская;531;8;Долгоруковская улица;21;не заполнено;4;154.4;0.0;0.0;2;11;1;1;0;0;0;0;55.774927000000005;37.599579;93,000,000;2;0
755;2914098;Проспект Мира;484;7;Ботанический переулок;16;монолит;6;198.4;0.0;0.0;21;22;1;1;0;0;0;0;55.778952000000004;37.639006;255,286,835;1;0
756;2914138;Смоленская;568;9;Ружейный переулок;3;не заполнено;3;120.0;0.0;0.0;6;16;1;1;0;0;0;0;55.742955;37.580508;128,029,436;1;0
757;2914139;Парк Культуры;986;15;Смоленский бульвар;15;не заполнено;3;84.6;0.0;0.0;3;6;1;1;0;0;0;0;55.74179399999999;37.582538;48,252,300;1;0
758;2914146;Кутузовская;3074;46;Мосфильмовская улица;70к7;монолит;6;245.6;0.0;0.0;2;17;1;1;0;0;0;0;55.716793;37.509056;165,910,708;1;0
759;2914198;Кропоткинская;949;14;улица Пречистенка;25;не заполнено;2;84.0;0.0;0.0;4;6;1;1;0;0;0;0;55.740522;37.591674;64,336,400;1;0
760;2914853;Белорусская;765;11;4-я Тверская-Ямская улица;24;кирпич;3;100.0;63.0;12.0;2;5;1;0;0;0;0;1;55.774283999999994;37.594423;67,553,220;1;0
761;2916569;Славянский бульвар;2270;34;Веерная улица;26К2;панель;1;31.1;17.8;5.0;1;5;0;0;0;0;1;0;55.710002;37.481217;6,150,000;2;0
762;2918626;Калужская;2076;31;Ленинский проспект;111к1;монолит;7;440.0;0.0;0.0;38;49;1;1;0;0;0;0;55.661246999999996;37.508355;114,000,000;2;0
763;2919316;Шаболовская;901;14;улица Орджоникидзе;1;монолит;6;210.0;0.0;0.0;17;18;1;1;0;0;0;0;55.710864;37.605265;196,871,957;1;0
764;2919319;Смоленская;555;8;Смоленский бульвар;24к3;монолит;4;166.0;0.0;0.0;5;7;1;1;1;0;3;0;55.742853000000004;37.585763;181,776,065;1;0
765;2919349;Кропоткинская;331;5;2-й Обыденский переулок;15;кирпич;4;172.0;0.0;21.0;3;5;1;1;0;0;2;0;55.742787;37.601376;160,841,000;1;0
766;2919359;Третьяковская;310;5;Лаврушинский переулок;11к1;монолит;5;261.0;0.0;0.0;3;6;1;1;0;0;0;0;55.742154000000006;37.621371999999994;335,836,008;1;0
767;2919371;Кропоткинская;1024;15;переулок Хилков;1;монолит;4;237.0;0.0;0.0;2;8;1;1;1;0;0;0;55.736458;37.599678000000004;315,248,360;1;0
768;2919380;Кропоткинская;621;9;1-й Зачатьевский переулок;4;монолит;3;130.0;0.0;0.0;3;7;1;1;0;0;2;0;55.739716;37.604169;119,022,340;1;0
769;2919384;Кропоткинская;1024;15;переулок Хилков;1;монолит;4;246.0;0.0;0.0;2;8;1;1;0;0;0;0;55.736458;37.599678000000004;329,062,672;1;0
770;2919419;Проспект Мира;347;5;улица Гиляровского;50;монолит;4;111.0;0.0;0.0;11;14;1;1;1;0;4;0;55.784946;37.633266;115,805,520;1;0
771;2919421;Полянка;267;4;1-й Казачий переулок;8С1;кирпич;5;160.0;0.0;0.0;1;3;1;1;0;0;0;0;55.735236;37.621839;128,672,800;1;0
772;2919431;Цветной бульвар;436;7;Последний переулок;7;кирпич;4;233.0;0.0;0.0;6;7;1;1;3;0;2;0;55.77;37.626789;212,310,120;1;0
773;2919464;Полянка;191;3;улица Большая Якиманка;17/2С2;монолит;5;241.0;159.0;0.0;4;7;1;1;0;0;3;0;55.737649;37.615955;140,000,000;2;0
774;2919467;Чистые пруды;530;8;Большой Харитоньевский переулок;14;кирпич;3;140.0;0.0;0.0;2;6;1;1;0;0;2;0;55.764972;37.64675;102,938,240;1;0
775;2919469;Киевская;378;6;набережная Тараса Шевченко;1/2;нет данных;3;200.0;0.0;0.0;13;16;1;1;0;0;0;0;55.745914;37.571785;128,672,800;1;0
776;2919479;Кунцевская;2318;35;улица Кутузова;11К3;монолит;3;140.0;0.0;0.0;9;22;1;1;0;1;2;0;55.724093999999994;37.41175;81,063,864;1;0
777;2919484;Арбатская;993;15;Большая Никитская улица;45;монолит;5;198.0;0.0;62.0;5;7;1;1;0;0;3;0;55.757526;37.590632;321,682,000;1;0
778;2919502;Кропоткинская;1024;15;переулок Хилков;1;монолит;2;110.0;0.0;0.0;4;8;1;1;1;0;0;0;55.736458;37.599678000000004;160,841,000;1;0
779;2919506;Белорусская;430;6;Лесная улица;6к1;монолит;2;90.0;0.0;0.0;7;17;1;1;0;0;2;0;55.77713000000001;37.588224;58,000,000;2;0
780;2919521;Ленинский проспект;1050;16;улица Академика Зелинского;38К8;кирпич;2;120.0;0.0;0.0;15;16;1;1;0;0;2;0;55.705558999999994;37.571399;83,637,320;1;0
781;2919531;Киевская;1088;16;Студенческая улица;20;монолит;3;103.0;0.0;0.0;3;15;1;1;0;0;0;0;55.743334999999995;37.549983000000005;70,770,040;1;0
782;2919537;Маяковская;925;14;Малая Бронная улица;21/13С2;кирпич;4;175.0;0.0;0.0;7;7;1;1;0;0;3;0;55.762829;37.594611;150,000,000;2;0
783;2919550;Цветной бульвар;557;8;Большой Сухаревский переулок;11;монолит;5;140.0;0.0;0.0;3;8;1;1;1;0;3;0;55.771418000000004;37.629358;107,853,541;1;0
784;2919558;Арбатская;728;11;Скатертный переулок;18;монолит;3;274.0;0.0;40.0;5;8;1;1;1;0;3;0;55.756229000000005;37.594189;514,691,200;1;0
785;2919864;Баррикадная;795;12;улица Спиридоновка;16;кирпич;3;93.2;74.0;8.0;4;5;1;0;1;1;1;0;55.760373;37.593911;67,553,220;1;0
786;2922517;Проспект Мира;400;6;Протопоповский переулок;10;монолит-кирпич;6;320.0;220.0;20.0;12;14;2;2;2;0;4;0;55.779565000000005;37.638171;257,345,600;1;0
787;2923528;Белорусская;654;10;Средний Тишинский переулок;3;нет данных;2;60.3;42.0;7.0;2;5;1;0;0;0;0;1;55.769535;37.579421;16,950,000;2;0
788;2929105;Университет;386;6;Ломоносовский проспект;25к3;не заполнено;3;135.0;90.0;20.0;15;17;1;1;0;2;0;3;55.694287;37.528621;100,000,000;2;0
789;2929249;Водный стадион;440;7;Ленинградское шоссе;50;панель;2;60.0;41.0;7.0;2;8;1;0;0;0;0;1;55.835124;37.485933;8,990,000;2;0
790;2930017;Университет;134;2;Ломоносовский проспект;25к1;не заполнено;7;240.0;190.0;20.0;18;19;1;1;0;3;0;4;55.693591000000005;37.532439000000004;167,274,640;1;0
791;2930289;Пятницкое шоссе;190;3;Митинская улица;52;панель;3;72.4;44.5;10.0;1;17;1;1;0;1;1;0;55.852137;37.354582;16,000,000;2;0
792;2930778;Пятницкое шоссе;190;3;Митинская улица;52;панель;2;58.0;33.9;10.0;1;17;1;1;0;0;1;0;55.852137;37.354582;14,000,000;2;0
793;2932548;Академическая;969;15;улица Шверника;8/1К1;нет данных;2;53.0;32.3;9.0;5;5;0;0;1;0;0;1;55.692627;37.584299;12,700,000;2;0
794;2936831;Охотный Ряд;565;8;переулок Брюсов;2/14С1;кирпич;4;112.0;72.0;14.0;3;8;1;0;0;0;2;0;55.757906000000006;37.606137;62,410,454;1;0
795;2937349;Проспект Вернадского;1469;22;Ленинский проспект;103;монолит-кирпич;3;156.0;0.0;20.0;5;28;1;1;1;0;0;0;55.665;37.515928;36,500,000;2;0
796;2938683;Новые черемушки;1747;26;Ленинский проспект;91;кирпич;2;45.3;29.0;8.0;1;9;1;0;0;0;1;0;55.676646;37.529789;9,000,000;2;0
797;2941539;Динамо;1295;19;Старый Петровско-Разумовский проезд;6к3;панель;3;69.0;46.0;8.0;3;16;1;1;0;1;1;0;55.80066600000001;37.559011;14,500,000;2;0
798;2941741;Лубянка;696;10;Мясницкая улица;15;кирпич;6;216.0;140.0;15.0;3;7;1;0;1;0;1;1;55.763107999999995;37.634865000000005;140,304,178;1;0
799;2942055;Люблино;2109;32;улица Марьинский Парк;45;не заполнено;1;40.0;19.0;8.0;3;10;1;1;0;1;0;1;55.672326;37.794379;5,600,000;2;0
800;2942908;Славянский бульвар;972;15;Давыдковская улица;18;монолит;6;396.0;232.0;15.0;21;22;2;1;0;3;0;4;55.721027;37.463898;221,960,580;1;0
801;2942944;Павелецкая;2371;36;3-й Павелецкий проезд;9А;панель;3;61.0;44.0;6.0;2;5;0;0;1;0;1;0;55.710205;37.639922;9,000,000;2;0
802;2943018;Парк Культуры;740;11;улица Бурденко;10;монолит-кирпич;4;144.0;80.0;20.0;4;6;1;1;1;1;0;2;55.738884999999996;37.58323;195,000,000;2;0
803;2945664;Университет;1874;28;Мичуринский проспект;7;не заполнено;4;141.0;100.0;15.0;5;16;1;1;1;0;0;2;55.702881000000005;37.509954;76,999,999;2;0
804;2946089;Парк Культуры;597;9;улица Пречистенка;25;кирпич;4;215.0;150.0;20.0;3;6;1;0;0;0;4;2;55.740522;37.591674;210,550,600;1;0
805;2946219;Крылатское;393;6;Осенний бульвар;18К1;панель;8;50.0;22.0;10.0;16;17;1;1;0;1;1;0;55.761761;37.408516;6,000,000;2;0
806;2946343;Юго-Западная;1540;23;Ленинский проспект;111/2;монолит-кирпич;4;140.0;120.0;12.0;17;47;2;2;0;0;2;0;55.662192000000005;37.508652000000005;62,000,000;2;0
807;2946934;Киевская;756;11;Саввинская набережная;9;монолит;5;215.0;0.0;0.0;12;15;1;1;0;0;0;0;55.736914;37.569396000000005;193,009,200;1;0
808;2946953;Кропоткинская;900;13;переулок Хилков;5;не заполнено;4;145.8;0.0;0.0;4;6;1;1;0;0;0;0;55.738277000000004;37.5971;205,876,480;1;0
809;2946999;Сухаревская;126;2;проспект Мира;3к1;не заполнено;5;203.4;0.0;0.0;3;3;1;1;0;0;0;0;55.773317000000006;37.631927000000005;128,672,800;1;0
810;2947003;Тургеневская;318;5;переулок Луков;8;монолит-кирпич;5;163.0;0.0;0.0;7;7;1;1;0;0;0;0;55.767818000000005;37.634101;189,792,380;1;0
811;2947004;Курская;676;10;улица Покровка;29;не заполнено;4;135.0;0.0;0.0;4;4;1;1;0;0;0;0;55.760175;37.648635999999996;73,986,860;1;0
812;2947068;Арбатская;728;11;Скатертный переулок;18;не заполнено;3;231.0;0.0;0.0;6;8;1;1;0;0;0;0;55.756229000000005;37.594189;353,850,200;1;0
813;2947079;Кропоткинская;900;13;переулок Хилков;5;не заполнено;2;110.7;0.0;0.0;3;6;1;1;0;0;0;0;55.738277000000004;37.5971;170,491,460;1;0
814;2948949;Университет;2205;33;Мичуринский проспект;6к3;монолит-кирпич;4;227.0;120.0;50.0;11;16;1;1;1;0;1;2;55.712766;37.528064;168,000,000;2;0
815;2950209;Полянка;495;7;улица Большая Полянка;4/10;нет данных;3;86.6;57.0;12.0;4;6;1;0;1;0;0;1;55.740958;37.615821000000004;36,000,000;2;0
816;2950405;;0;0;Дмитровское шоссе;96К4;панель;1;40.0;20.0;10.0;7;14;1;1;0;1;0;1;55.877087;37.549624;6,390,000;2;0
817;2953054;;0;0;Кунцевская улица;9К1;нет данных;1;14.0;7.0;2.0;1;5;0;0;0;0;1;0;55.730406;37.41988;3,800,000;2;0
818;2953450;;0;0;Пречистенский переулок;7;кирпич;1;33.0;18.0;8.0;3;4;1;0;0;0;0;1;55.743446;37.593489;15,650,000;2;0
819;2960648;Академическая;793;12;Новочеремушкинская улица;21К1;панель;3;75.0;45.3;10.0;2;17;1;1;0;0;1;0;55.682345999999995;37.58164;16,000,000;2;0
820;2961024;Добрынинская;428;6;Погорельский переулок;6;монолит-кирпич;3;133.0;113.0;0.0;7;9;0;0;0;0;0;3;55.732839;37.622306;178,056,090;1;0
821;2961025;Алтуфьево;564;8;Череповецкая улица;7;панель;1;38.0;21.0;9.0;14;16;1;0;1;0;0;1;55.898987;37.577436;7,500,000;2;0
822;2962471;;0;0;Озерная улица;7са;монолит-кирпич;3;85.6;48.4;14.0;8;24;1;1;1;0;1;0;55.686117;37.465245;15,200,000;2;0
823;2963271;Алтуфьево;949;14;Алтуфьевское шоссе;83;панель;3;60.8;38.5;8.0;8;12;2;0;0;2;1;0;55.890527;37.585476;10,500,000;2;0
824;2964013;Парк Культуры;1411;14;2-я Фрунзенская улица;8;монолит-кирпич;4;169.9;154.7;10.0;6;10;1;1;1;0;1;2;55.723698999999996;37.583696999999994;180,000,000;2;0
825;2965716;Кропоткинская;621;9;1-й Зачатьевский переулок;4;монолит;3;133.0;85.0;18.0;3;7;1;1;1;0;2;0;55.739716;37.604169;135,106,440;1;0
826;2965734;Смоленская;1289;19;1-й переулок Тружеников;15;монолит;2;128.0;85.0;0.0;2;7;1;0;0;0;0;2;55.737593000000004;37.573778999999995;99,591,150;1;0
827;2966511;Чистые пруды;1116;17;Казарменный переулок;3;монолит;4;159.2;85.0;16.0;3;10;2;2;0;0;0;2;55.757212;37.649552;133,112,012;1;0
828;2966531;Университет;2205;33;Мичуринский проспект;6к3;монолит;4;180.0;110.0;20.0;4;15;2;1;0;2;2;0;55.712766;37.528064;113,196,965;3;0
829;2966538;Ясенево;1528;23;проезд Карамзина;5;панель;3;75.0;48.0;11.0;10;16;0;0;0;2;1;0;55.591742;37.536302;10,880,000;2;0
830;2966721;Чистые пруды;1116;17;Казарменный переулок;3;монолит-кирпич;4;162.7;80.0;14.0;3;10;2;2;0;0;0;2;55.757212;37.649552;136,071,486;1;0
831;2966722;Чистые пруды;1116;17;Казарменный переулок;3;монолит-кирпич;4;162.7;110.0;14.0;3;10;2;2;0;0;0;2;55.757212;37.649552;136,071,486;1;0
832;2967088;Киевская;3255;49;улица Пырьева;2;монолит;2;96.0;67.0;16.0;7;13;0;0;0;0;1;0;55.72455;37.527956;119,665,704;1;0
833;2969817;Трубная;194;3;переулок Печатников;3;монолит;5;237.0;150.0;20.0;5;6;3;0;2;0;0;3;55.767483999999996;37.625073;138,323,260;1;0
834;2970157;Маяковская;310;5;1-я Тверская-Ямская улица;18;кирпич;2;56.0;40.0;8.0;1;6;0;0;0;0;0;1;55.773196;37.591243;28,700,000;2;0
835;2976958;Трубная;194;3;переулок Печатников;3;не заполнено;4;106.0;70.0;20.0;5;6;3;0;1;0;0;1;55.767483999999996;37.625073;68,196,584;1;0
836;2976967;Маяковская;965;14;улица Спиридоновка;34С2;кирпич;4;250.0;230.0;0.0;6;7;1;0;0;0;0;0;55.762783999999996;37.590443;225,177,400;1;0
837;2976985;Трубная;194;3;переулок Печатников;3;не заполнено;2;90.0;57.0;15.0;4;6;3;0;1;0;0;1;55.767483999999996;37.625073;57,165,683;1;0
838;2977005;Трубная;194;3;переулок Печатников;3;не заполнено;2;90.0;57.0;15.0;2;6;3;0;1;0;0;1;55.767483999999996;37.625073;54,428,594;1;0
839;2977548;Чеховская;517;8;улица Петровка;17С1;кирпич;4;200.0;0.0;0.0;4;7;1;1;0;0;2;0;55.764323;37.616351;106,155,060;1;0
840;2979389;Измайловская;482;7;Первомайская улица;24;кирпич;2;60.0;33.0;10.0;5;6;1;0;0;0;1;0;55.791996999999995;37.778811;11,500,000;2;0
841;2982106;;0;0;Нежинская улица;14К10;кирпич;6;450.0;320.0;25.0;3;4;0;0;3;2;3;3;55.710063;37.468389;333,710,000;1;0
842;2985654;Пушкинская;215;3;Страстной бульвар;4;кирпич;3;121.0;74.0;18.0;4;6;1;0;0;0;0;2;55.765387;37.607772;77,203,680;1;0
843;2986507;Кропоткинская;531;8;Курсовой переулок;8/2;монолит-кирпич;4;180.0;122.0;0.0;2;5;1;1;0;0;1;2;55.740536999999996;37.604807;135,000,000;2;0
844;2986508;Кропоткинская;470;7;Курсовой переулок;6/1;монолит-кирпич;4;180.0;122.0;0.0;2;5;1;1;0;0;1;2;55.741130000000005;37.605427;135,000,000;2;0
