;Id;Метро;Расстояние до метро;Время до метро;Улица;Дом;Стены;Комнат;Общая площадь;Жилая площадь;Кухня;Этаж;Этажность;Лифт (пасс.);Лифт (груз.);Балкон;Лоджия;С/у (разд.);С/у (совм.);lng;lat;Цена (руб.);валюта цены;Новостройка
527;2672802;Университет;1796;27;Мичуринский проспект;5;не заполнено;4;140.0;100.0;15.0;2;15;1;1;0;1;0;2;55.702906000000006;37.511508;72,000,000;2;0
528;2673056;Арбатская;993;15;Большая Никитская улица;45;монолит;4;206.0;144.0;25.0;2;4;1;0;0;0;3;0;55.757526;37.590632;669,098,560;1;0
529;2673649;Фрунзенская;655;10;улица Усачева;11С17;монолит-кирпич;2;68.2;62.0;6.2;9;13;2;1;0;0;1;1;55.726827;37.569971;36,900,000;2;0
530;2674186;Молодежная;2982;45;Островной проезд;8;не заполнено;7;413.0;320.0;30.0;4;4;0;0;0;0;4;1;55.759299;37.451025;371,993,065;1;0
531;2676248;Коньково;1965;29;улица Островитянова;9;панель;4;118.9;76.6;11.0;4;15;1;1;1;1;2;0;55.64376899999999;37.496075;26,000,000;2;0
532;2676944;Юго-Западная;1169;18;проспект Вернадского;92К1;монолит;3;130.0;85.0;0.0;7;22;1;1;0;0;0;2;55.655209;37.475935;57,000,000;2;0
533;2677199;Маяковская;618;9;Большая Грузинская улица;69;монолит-кирпич;4;178.4;126.0;0.0;7;9;2;2;0;0;2;0;55.773975;37.586086;147,973,720;1;0
534;2678144;Кунцевская;728;11;Можайское шоссе;2;не заполнено;4;234.0;180.0;0.0;9;21;0;0;0;0;0;0;55.724270999999995;37.446909999999995;70,000,000;2;0
535;2679582;Чеховская;423;6;улица Петровка;28;кирпич;3;120.0;70.0;40.0;3;4;0;0;0;0;0;2;55.767717000000005;37.614276000000004;109,371,880;1;0
536;2679787;Сокол;858;13;Чапаевский переулок;3;монолит-кирпич;4;146.6;71.0;14.0;10;15;0;0;0;0;0;0;55.798480000000005;37.520671;127,300,000;2;0
537;2680112;ВДНХ;575;9;проспект Мира;180;кирпич;4;106.0;72.0;9.0;4;8;1;0;1;0;1;0;55.823803000000005;37.646157;25,500,000;2;0
538;2681044;Октябрьская;706;11;улица Шаболовка;23к1;монолит-кирпич;4;140.0;93.0;20.0;12;21;2;2;0;1;0;2;55.722999;37.612829;61,990,000;2;0
539;2681051;Шаболовская;558;8;улица Шаболовка;23к1;монолит;4;140.0;93.0;20.0;12;21;2;2;0;1;0;2;55.722999;37.612829;61,990,000;2;0
540;2681900;Университет;582;9;Ломоносовский проспект;14;нет данных;4;118.0;84.0;9.0;2;16;1;1;0;0;0;0;55.691131000000006;37.542958;59,832,852;1;0
541;2682598;Арбатская;728;11;Скатертный переулок;18;не заполнено;4;274.0;191.0;30.0;5;8;0;0;0;0;3;0;55.756229000000005;37.594189;482,523,000;1;0
542;2682728;Третьяковская;136;2;Большой Толмачевский переулок;4;монолит;6;297.4;208.0;25.0;5;7;0;0;1;0;0;0;55.74088199999999;37.623474;440,073,843;1;0
543;2682745;Воробьевы горы;911;14;улица Фотиевой;6;панель;5;359.0;251.0;35.0;18;21;0;0;0;0;0;0;55.701861;37.563835;450,354,800;1;0
544;2683059;Преображенская площадь;2596;39;Погонный проезд;3К4;монолит;5;440.0;200.0;100.0;4;4;1;2;0;2;0;4;55.8191;37.704609999999995;160,841,000;1;0
545;2683100;Преображенская площадь;2596;39;Погонный проезд;3К4;монолит;4;170.0;75.0;60.0;2;4;1;2;0;1;0;3;55.8191;37.704609999999995;77,203,680;1;0
546;2683738;Отрадное;1073;16;улица Римского-Корсакова;18;кирпич;4;105.7;84.5;10.0;12;12;2;2;0;1;2;0;55.873622;37.609263;17,500,000;2;0
547;2684980;Шоссе энтузиастов;1692;25;проспект Буденного;29/1;нет данных;3;82.0;60.0;8.0;6;8;2;1;1;0;1;0;55.767793000000005;37.730903999999995;15,000,000;2;0
548;2686889;Проспект Вернадского;1695;25;Ленинский проспект;111;монолит-кирпич;4;154.0;94.0;25.0;14;48;2;2;0;0;0;2;55.661556999999995;37.509343;42,128,905;1;0
549;2688925;Кропоткинская;295;4;1-й Обыденский переулок;9/12;нет данных;5;176.0;140.0;12.0;5;7;1;0;0;0;0;1;55.742914;37.602157;160,841,000;1;0
550;2689115;Арбатская;259;4;Никитский бульвар;8;кирпич;0;100.0;23.5;15.0;2;4;0;0;0;0;1;0;55.754274;37.601277;6,300,000;2;0
551;2689349;Кунцевская;1711;26;Можайское шоссе;22;не заполнено;4;120.0;100.0;20.0;4;24;0;0;2;2;2;0;55.720824;37.426007;63,564,363;1;0
552;2689929;Кропоткинская;214;3;улица Остоженка;3/14;кирпич;4;158.0;108.0;12.0;4;6;1;0;0;0;0;2;55.74385699999999;37.60196;99,000,000;2;0
553;2690593;Тверская;654;10;переулок Столешников;7С3;кирпич;6;508.0;250.0;12.0;2;2;0;0;0;0;3;3;55.76365;37.613915999999996;225,177,400;1;0
554;2691543;Новогиреево;2127;32;улица Сталеваров;8/22К4;панель;3;63.0;43.7;6.0;1;9;1;0;0;0;1;0;55.76554399999999;37.838971;7,990,000;2;0
555;2692854;Университет;134;2;Ломоносовский проспект;25к1;не заполнено;7;360.0;260.0;25.0;17;17;1;1;0;0;0;0;55.693591000000005;37.532439000000004;386,018,400;1;0
556;2693146;Бабушкинская;1922;29;Заповедная улица;10;блочный;3;68.0;43.0;8.0;14;16;1;1;0;1;1;0;55.86737900000001;37.634119;14,500,000;2;0
557;2696777;Аэропорт;582;9;улица Академика Ильюшина;1к2;кирпич;2;43.0;28.0;6.0;7;9;1;0;1;0;1;0;55.803098999999996;37.538484999999994;10,350,000;2;0
558;2697489;Кропоткинская;346;5;улица Остоженка;7;кирпич;3;170.0;106.0;20.0;3;7;2;0;0;0;0;2;55.74284300000001;37.600819;160,841,000;1;0
559;2697637;Юго-Западная;4595;69;Воскресенская улица;2;кирпич;7;340.0;270.0;30.0;1;4;0;0;3;1;4;0;55.677397;37.414894;55,000,000;2;0
560;2699710;Шаболовская;1252;19;4-й Верхний Михайловский проезд;6;не заполнено;6;527.0;223.0;28.0;3;3;0;0;1;0;3;3;55.707826000000004;37.603693;130,000,000;2;0
561;2699741;Ленинский проспект;1024;15;4-й Верхний Михайловский проезд;6;не заполнено;6;527.0;223.0;28.0;3;3;0;0;3;0;3;3;55.707826000000004;37.603693;130,000,000;2;0
562;2702735;Университет;2205;33;Мичуринский проспект;6к3;монолит-кирпич;3;160.0;75.0;79.0;7;17;1;1;0;1;0;2;55.712766;37.528064;99,591,150;1;0
563;2703910;Пушкинская;510;8;Тверская улица;8к1;нет данных;4;210.0;122.0;18.0;4;8;1;0;2;0;0;2;55.762115;37.609631;225,177,400;1;0
564;2703921;Арбатская;748;11;Тверской бульвар;8;кирпич;6;300.0;200.0;15.0;4;7;1;0;1;0;0;2;55.758787;37.600289000000004;186,575,560;1;0
565;2704808;Курская;562;8;улица Покровка;40;кирпич;0;175.0;18.5;12.0;5;5;1;0;0;0;1;0;55.761968;37.6524;4,300,000;2;0
566;2705928;Щукинская;938;14;Авиационная улица;79;монолит-кирпич;4;188.0;140.0;0.0;9;30;2;1;0;0;2;1;55.807435;37.448662;132,532,984;1;0
567;2706177;Динамо;873;13;Петровско-Разумовская аллея;18;нет данных;4;101.0;70.0;12.0;4;6;1;1;1;0;1;0;55.796859999999995;37.55876;24,500,000;2;0
568;2709165;Пушкинская;975;15;Гранатный переулок;2С1;нет данных;2;48.0;35.0;7.0;3;6;1;0;0;0;0;1;55.759319;37.593515000000004;36,028,384;1;0
569;2709663;Крылатское;1435;22;улица Маршала Тимошенко;17К2;не заполнено;3;110.0;60.0;33.0;3;17;1;1;1;0;0;0;55.747323;37.396371;47,608,936;1;0
570;2710490;Кунцевская;728;11;Можайское шоссе;2;монолит-кирпич;2;156.0;75.0;70.0;13;22;1;1;0;0;0;2;55.724270999999995;37.446909999999995;50,000,000;2;0
571;2710746;Новослободская;804;12;улица Образцова;3;кирпич;3;129.0;90.0;15.0;10;12;1;1;0;0;0;2;55.785989;37.607278;90,070,960;1;0
572;2715612;Кутузовская;388;6;Кутузовский проспект;33;нет данных;3;90.0;53.0;20.0;4;6;1;0;0;0;0;1;55.741287;37.540156;41,761,720;1;0
573;2715859;Третьяковская;181;3;3-й Кадашевский переулок;5С1;монолит-кирпич;3;176.4;160.0;0.0;2;6;1;1;0;0;0;0;55.741911;37.623636;124,812,616;1;0
574;2715940;Смоленская;351;5;Малый Каковинский переулок;8;монолит-кирпич;3;205.8;205.8;0.0;10;12;1;1;0;0;0;0;55.750788;37.58508;205,876,480;1;0
575;2715961;Беговая;154;2;Хорошевское шоссе;16к2;монолит-кирпич;2;70.0;42.0;15.0;22;38;4;1;0;0;0;1;55.774254000000006;37.546525;27,500,000;2;0
576;2717557;Выставочная;469;7;набережная Пресненская;8с1;монолит-кирпич;3;185.0;139.0;0.0;25;73;4;4;0;0;1;2;55.747115;37.539078;96,504,600;1;0
577;2718638;Аннино;350;5;Варшавское шоссе;160к2;панель;2;63.2;40.0;10.0;3;24;2;1;0;1;1;0;55.5838;37.591467;15,200,000;2;0
578;2721597;Молодежная;827;12;Молодогвардейская улица;26к1;панель;3;63.5;44.0;10.0;1;12;0;0;0;0;1;0;55.734232999999996;37.419269;10,000,000;2;0
579;2721689;Новокосино;1218;18;Новокосинская улица;12К1;панель;3;78.0;48.0;10.0;14;17;1;1;0;2;1;0;55.73555;37.855958;12,100,000;2;0
580;2721893;Перово;579;9;Братская улица;19К3;панель;1;32.0;18.0;6.0;5;5;0;0;1;0;1;0;55.748898;37.79269;4,850,000;2;0
581;2722144;Цветной бульвар;325;5;2-й Колобовский переулок;9;кирпич;5;181.0;130.0;18.0;5;5;1;0;0;0;2;0;55.769498999999996;37.616953;40,000,000;2;0
582;2723779;Чертановская;930;14;Сумской проезд;8К3;панель;3;87.2;53.3;10.0;20;22;1;1;0;1;1;0;55.635040000000004;37.611329;17,999,000;2;0
583;2724293;Сухаревская;169;3;Ананьевский переулок;5С7;нет данных;3;70.0;49.0;8.0;5;5;0;0;0;0;1;0;55.771393;37.635;15,000,000;2;0
584;2726485;Проспект Мира;95;1;улица Гиляровского;36С1а;кирпич;1;40.1;21.9;8.0;1;14;0;0;0;0;1;0;55.78261800000001;37.63261;9,200,000;2;0
585;2727404;;0;0;Новочеремушкинская улица;71/32;не заполнено;4;190.0;109.0;16.0;7;16;2;2;0;2;2;0;55.661526;37.560934;68,000,000;2;0
586;2728090;Фрунзенская;1281;19;улица Хамовнический Вал;2;кирпич;3;81.0;50.0;12.0;5;8;2;0;1;0;1;0;55.716108;37.5766;28,995,000;2;0
587;2729447;Новогиреево;1757;26;улица Сталеваров;12К1;не заполнено;3;65.6;39.4;7.0;5;12;0;0;0;2;1;0;55.761315;37.837534000000005;12,500,000;2;0
588;2730774;Юго-Западная;1169;18;проспект Вернадского;92К1;не заполнено;4;181.0;120.0;45.0;20;21;1;2;0;0;0;2;55.655209;37.475935;85,000,000;2;0
589;2731237;Отрадное;1199;18;Отрадная улица;18К1;монолит;1;50.0;22.0;13.4;21;24;2;2;0;1;1;0;55.855062;37.61503;13,000,000;2;0
590;2731706;Тверская;666;10;улица Большая Дмитровка;20С2;кирпич;4;190.0;110.0;25.0;3;5;1;0;0;0;3;0;55.763052;37.613746;77,203,680;1;0
591;2733478;Славянский бульвар;2662;40;Аминьевское шоссе;17;панель;2;37.0;25.0;6.0;6;18;4;0;0;0;0;0;55.706934;37.453827000000004;5,750,000;2;0
592;2733612;Арбатская;496;7;Мерзляковский переулок;7/2;кирпич;4;102.0;80.0;15.0;5;5;0;0;1;0;1;0;55.755545;37.598034000000006;35,385,020;1;0
593;2733807;Щукинская;759;11;улица Маршала Василевского;7К2;панель;2;47.0;30.0;7.0;4;9;1;0;1;0;1;0;55.803651;37.469772999999996;10,000,000;2;0
594;2735361;Новые черемушки;1512;23;улица Академика Пилюгина;22К1;не заполнено;2;78.0;45.0;11.0;4;19;1;1;0;1;0;1;55.670387;37.531657;31,000,000;2;0
595;2737920;Университет;2536;38;Мичуринский проспект;6К1;монолит;3;106.0;56.0;16.0;9;16;2;2;0;2;1;1;55.715601;37.526268;95,000,000;2;0
596;2738020;Тимирязевская;546;8;улица Гончарова;7А;нет данных;4;100.0;76.6;8.0;5;5;0;0;2;0;1;0;55.816551000000004;37.583634;14,000,000;2;0
597;2738868;Беляево;278;4;Профсоюзная улица;104;монолит;3;118.0;90.0;17.0;13;20;2;1;0;2;0;2;55.64191999999999;37.523456;51,000,000;2;0
598;2740700;Университет;2991;45;Мосфильмовская улица;70к4;не заполнено;5;265.0;235.0;30.0;14;20;2;1;0;0;0;3;55.715382999999996;37.50734;160,841,000;1;0
599;2740737;Воробьевы горы;3207;48;Мосфильмовская улица;70к4;не заполнено;5;265.0;235.0;30.0;14;20;2;1;0;0;0;3;55.715382999999996;37.50734;160,841,000;1;0
600;2741660;Коньково;1599;24;улица Островитянова;11К1;не заполнено;4;215.0;145.0;65.0;6;16;2;1;0;4;1;2;55.641813;37.5008;95,000,000;2;0
601;2741820;Войковская;1334;20;улица Клары Цеткин;3;нет данных;2;54.6;34.0;8.0;1;5;0;0;0;0;1;0;55.817643000000004;37.519207;8,600,000;2;0
602;2741870;Полежаевская;2253;34;улица Демьяна Бедного;23К2;панель;2;51.0;30.0;8.0;2;12;2;0;1;0;1;0;55.780861;37.485709;10,500,000;2;0
603;2742295;Люблино;1836;28;улица Марьинский Парк;23К1;панель;3;79.0;53.0;12.0;7;7;1;0;0;3;1;0;55.664725;37.781946000000005;9,500,000;2;0
604;2743803;Беговая;154;2;Хорошевское шоссе;16к2;монолит-кирпич;2;55.0;38.0;10.0;23;35;2;2;0;0;0;1;55.774254000000006;37.546525;31,000,000;2;0
605;2743812;Третьяковская;1199;18;Озерковская набережная;52А;не заполнено;3;128.1;80.0;18.0;2;8;1;1;0;3;0;2;55.733863;37.640372;86,854,140;1;0
606;2747534;Полянка;498;7;Погорельский переулок;6;не заполнено;3;98.4;60.0;38.4;7;9;1;1;0;0;0;1;55.732839;37.622306;85,000,000;2;0
607;2748664;Полежаевская;503;8;улица Куусинена;6К8;кирпич;3;70.0;46.4;8.0;7;9;1;0;1;0;1;0;55.781889;37.519099;15,500,000;2;0
608;2755725;ВДНХ;741;11;1-я Останкинская улица;26;кирпич;4;140.0;80.0;10.0;7;8;2;1;0;1;0;2;55.823029000000005;37.630571;80,260,300;3;0
609;2756366;Китай-город;150;2;улица Солянка;1/2;кирпич;3;136.7;90.0;20.0;5;6;1;0;0;0;0;2;55.754167;37.637389;86,854,140;1;0
610;2756480;Китай-город;150;2;улица Солянка;1/2;кирпич;4;118.3;90.0;15.0;5;6;1;0;0;0;0;2;55.754167;37.637389;79,136,040;1;0
611;2756608;;0;0;улица Новинки;1;панель;4;149.0;99.0;12.0;3;12;1;1;2;0;1;1;55.677671;37.666225;30,900,000;2;0
612;2757392;;0;0;Фестивальная улица;46К1;панель;3;59.0;44.0;6.0;8;9;2;0;1;0;1;0;55.862676;37.512955;8,700,000;2;0
613;2762180;Юго-Западная;462;7;проспект Вернадского;97к3;монолит-кирпич;3;68.0;44.0;12.0;12;18;2;2;0;2;2;0;55.667122;37.490245;23,359,700;1;0
614;2765942;Смоленская;566;8;улица Новый Арбат;27;монолит-кирпич;4;175.0;110.0;20.0;8;16;2;1;0;1;1;1;55.751974;37.578855;82,500,000;2;0
615;2767194;Арбатская;1543;23;улица Новый Арбат;27;монолит-кирпич;5;175.0;110.0;15.0;8;16;1;1;0;1;1;1;55.751974;37.578855;82,500,000;2;0
616;2770061;Пушкинская;393;6;Богословский переулок;12А;не заполнено;3;135.0;135.0;0.0;7;8;1;1;0;0;1;1;55.763493000000004;37.599319;255,837,285;1;0
617;2770540;Славянский бульвар;933;14;Кутузовский проспект;63;кирпич;1;30.0;17.0;7.0;5;5;0;0;1;0;0;1;55.724353;37.457079;5,800,000;2;0
618;2771089;Пушкинская;410;6;Богословский переулок;12А;монолит-кирпич;3;135.0;85.1;16.0;7;8;1;1;0;0;0;2;55.763153;37.599462;260,562,420;1;0
619;2778700;Водный стадион;1417;21;Береговая улица;4;кирпич;6;510.0;350.0;30.0;4;4;0;0;0;0;0;0;55.830387;37.470779;527,573,600;1;0
620;2779144;Маяковская;310;5;1-я Тверская-Ямская улица;18;нет данных;3;76.0;60.0;0.0;5;6;1;0;0;0;0;2;55.773196;37.591243;46,047,025;3;0
621;2780147;Кунцевская;1472;22;проезд Загорского;11;монолит-кирпич;5;180.0;130.0;25.0;5;5;1;0;1;2;0;2;55.717863;37.442015000000005;128,672,800;1;0
622;2780251;Ясенево;1136;17;Голубинская улица;13К1;панель;3;52.0;34.4;6.0;1;9;1;0;1;0;1;0;55.60193;37.517859;8,300,000;2;0
623;2786585;Пушкинская;393;6;Богословский переулок;12А;монолит-кирпич;5;230.0;165.0;31.0;3;8;2;2;1;1;0;0;55.763493000000004;37.599319;295,947,440;1;0
624;2786616;Охотный Ряд;529;8;переулок Брюсов;2/14С4;кирпич;3;139.5;67.2;60.0;8;8;1;0;1;0;0;2;55.757678000000006;37.606676;142,955,481;1;0
625;2786654;Аэропорт;698;10;улица Черняховского;11К2;кирпич;0;77.0;11.0;14.0;5;5;0;0;0;0;0;0;55.806059;37.535457;2,680,000;2;0
626;2787995;Тверская;322;5;Тверская улица;12С7;кирпич;6;445.0;350.0;45.0;5;6;1;0;0;0;1;4;55.76409;37.608562;176,925,100;1;0
627;2788274;Фрунзенская;464;7;2-я Фрунзенская улица;8;не заполнено;3;147.0;0.0;20.0;6;11;1;1;1;1;1;1;55.723698999999996;37.583696999999994;137,681,670;1;0
628;2789306;Пушкинская;800;12;Малая Бронная улица;4;кирпич;4;118.0;70.0;8.0;6;6;1;0;0;0;1;1;55.759552;37.597477000000005;97,791,328;1;0
629;2795773;Площадь Ильича;1355;20;Нижегородская улица;25;монолит;2;58.3;31.6;9.4;15;21;1;1;0;1;1;0;55.737345;37.693624;14,100,000;2;0
630;2796566;Арбатская;687;10;улица Большая Молчановка;17;кирпич;4;134.0;0.0;0.0;5;5;1;0;0;0;0;2;55.752997;37.59259;69,000,000;2;0
631;2796667;Смоленская;805;12;улица Большая Молчановка;17;кирпич;4;134.0;0.0;0.0;5;5;1;0;0;0;0;2;55.752997;37.59259;69,000,000;2;0
632;2798986;Фрунзенская;868;13;улица Доватора;9;кирпич;3;86.0;68.0;0.0;5;6;1;0;0;0;0;1;55.723212;37.568713;43,818,180;3;0
633;2800725;Щелковская;804;12;Байкальская улица;16К1;кирпич;3;55.6;39.0;6.0;3;4;0;0;0;1;0;1;55.816379000000005;37.792358;8,100,000;2;0
634;2806888;Университет;1064;16;Ленинский проспект;69;кирпич;2;62.0;32.0;9.0;1;9;1;0;0;0;1;0;55.690369;37.550657;13,000,000;2;0
635;2809779;Чертановская;817;12;Балаклавский проспект;;монолит-кирпич;2;76.3;56.0;12.0;13;25;2;2;0;2;0;1;55.642244999999996;37.591952;9,500,000;2;0
636;2811186;Белорусская;430;6;Лесная улица;6к1;монолит-кирпич;4;206.0;144.0;15.0;2;17;1;1;0;0;4;0;55.77713000000001;37.588224;82,000,000;2;0
637;2811290;Сокол;3993;60;Береговая улица;6;монолит-кирпич;4;245.0;200.0;0.0;3;7;1;1;0;0;0;0;55.831382999999995;37.470904;193,009,200;1;0
638;2811371;Полянка;176;3;улица Малая Полянка;2;монолит;3;162.4;115.0;0.0;3;10;1;0;0;0;0;0;55.735915000000006;37.616252;298,773,450;1;0
639;2811458;Полянка;361;5;улица Большая Якиманка;22К3;не заполнено;3;161.6;84.0;12.0;3;16;1;1;1;0;0;2;55.738252;37.613440000000004;289,513,800;1;0
640;2811587;Театральная;540;8;Камергерский переулок;5/7;кирпич;5;267.0;190.0;0.0;7;7;1;0;2;0;0;4;55.760585;37.614824;229,469,450;1;0
641;2811603;Проспект Вернадского;370;6;улица Удальцова;65;не заполнено;3;105.0;64.4;15.0;14;16;1;1;0;2;0;2;55.679016000000004;37.500621;62,000,000;2;0
642;2812129;Чистые пруды;981;15;Подсосенский переулок;3;не заполнено;6;303.6;215.0;0.0;10;10;1;0;0;2;0;0;55.75934399999999;37.650334;863,123,300;1;0
643;2814334;Юго-Западная;1169;18;проспект Вернадского;92К1;монолит;4;180.0;105.0;0.0;15;21;1;2;0;0;0;2;55.655209;37.475935;61,900,000;2;0
644;2815446;Таганская;534;8;Гончарная набережная;3С1;нет данных;2;68.0;41.0;10.0;3;7;1;0;0;0;1;0;55.738911;37.647467999999996;45,035,480;1;0
645;2815732;;0;0;Лукинская улица;8к1;панель;3;76.5;45.7;10.0;7;16;1;1;0;1;1;0;55.650682999999994;37.341538;10,800,000;2;0
646;2816049;Бульвар Дмитрия Донского;552;8;улица Знаменские Садки;7к3;панель;5;167.0;110.0;12.0;4;5;1;1;2;0;0;2;55.570976;37.568399;28,990,000;2;0
647;2816108;Алтуфьево;2813;42;Челобитьевское шоссе;12к5;панель;2;58.0;32.0;10.0;13;22;1;2;0;1;1;0;55.912314;37.548115;7,600,000;2;0
648;2818342;Маяковская;337;5;Тверская улица;29к1;кирпич;3;112.0;68.0;18.0;5;6;1;0;0;0;0;2;55.768283999999994;37.596363000000004;65,000,000;2;0
649;2818650;Кропоткинская;436;7;2-й Обыденский переулок;1А;монолит-кирпич;4;180.0;122.0;0.0;2;5;1;1;0;0;1;2;55.741399;37.604951;135,000,000;2;0
650;2825290;Проспект Мира;229;3;проспект Мира;29;кирпич;3;85.0;46.0;14.0;2;6;1;0;0;0;1;0;55.779803;37.63252;24,500,000;2;0
651;2826815;Маяковская;310;5;1-я Тверская-Ямская улица;18;нет данных;3;76.0;60.0;0.0;5;6;1;0;0;0;0;2;55.773196;37.591243;46,047,025;3;0
652;2828514;Арбатская;611;9;Хлыновский тупик;4;монолит;4;152.0;98.0;27.0;2;7;1;0;0;0;3;0;55.7578;37.603101;225,177,400;1;0
653;2828532;Сретенский бульвар;205;3;Сретенский бульвар;6/1С1;кирпич;6;316.2;160.0;37.0;5;5;1;0;0;0;2;0;55.765853;37.633517;141,540,080;1;0
654;2828615;Смоленская;389;6;Кривоарбатский переулок;8С2;монолит-кирпич;3;106.0;74.0;11.0;3;7;2;0;1;1;2;0;55.748376;37.589904;193,009,200;1;0
655;2829811;Юго-Западная;1481;22;проспект Вернадского;94к3;монолит-кирпич;3;122.0;62.0;21.0;17;23;2;1;0;0;0;2;55.652903;37.473033;53,000,000;2;0
656;2831133;Фрунзенская;272;4;Трубецкая улица;10;не заполнено;4;171.0;100.0;30.0;3;10;1;1;0;0;0;3;55.727217;37.576043;217,916,400;1;0
657;2832980;Университет;2094;31;Мичуринский проспект;16;кирпич;3;126.0;100.0;20.0;12;15;2;2;0;2;0;2;55.703118999999994;37.506046999999995;48,000,000;2;0
658;2833179;Белорусская;401;6;2-я Тверская-Ямская улица;54;монолит-кирпич;3;123.0;62.0;14.0;7;9;1;1;0;1;1;1;55.776112;37.588485;57,000,000;2;0
659;2833196;Новые черемушки;1427;21;улица Воронцовские Пруды;3;панель;4;174.0;95.0;16.0;6;27;2;1;0;2;1;1;55.664095999999994;37.536516999999996;116,701,606;1;0
660;2837509;Бабушкинская;1768;27;Тайнинская улица;16К2;кирпич;1;36.0;21.0;7.0;3;9;1;0;1;0;1;0;55.880586;37.686428;8,199,000;2;0
661;2837525;Александровский сад;169;3;переулок Романов;3С3;кирпич;2;70.0;44.0;12.0;2;2;0;0;0;0;0;1;55.753508999999994;37.60726;57,902,760;1;0
662;2837684;Менделеевская;689;10;Тихвинская улица;14;монолит-кирпич;3;108.0;70.0;18.0;4;15;1;1;1;0;0;0;55.78806899999999;37.60134;44,000,000;2;0
663;2838492;Крылатское;2554;38;Островной проезд;7К1;монолит-кирпич;4;170.0;100.0;30.0;3;4;1;0;0;0;0;2;55.759618;37.4493;160,841,000;1;0
664;2838728;;0;0;Дмитровское шоссе;165Дк1;панель;2;52.0;31.0;10.0;8;17;1;1;0;1;1;0;55.921409999999995;37.54179;7,800,000;2;0
665;2838880;Выставочная;351;5;набережная Пресненская;12;панель;2;145.0;145.0;0.0;50;93;0;0;0;0;0;0;55.74939499999999;37.536967;80,000,000;2;0
666;2840904;Маяковская;508;8;Старопименовский переулок;8;кирпич;1;30.0;20.0;10.0;5;6;1;0;0;0;0;1;55.769093999999996;37.601834000000004;12,500,000;2;0
667;2840913;;0;0;;;монолит-кирпич;3;141.0;84.0;0.0;3;21;2;2;0;2;0;2;55.75396;37.620393;78,330,428;1;0
668;2840917;;0;0;;;монолит-кирпич;3;141.0;84.0;0.0;3;21;2;2;0;2;0;2;55.75396;37.620393;75,803,640;1;0
669;2841121;Арбатская;432;6;Большой Афанасьевский переулок;32/9;кирпич;6;269.0;166.0;18.0;3;6;1;1;0;0;0;3;55.750403000000006;37.597477000000005;432,179,767;1;0
670;2841775;Красные ворота;781;12;Спасский тупик;4;кирпич;5;220.0;140.0;30.0;3;3;0;0;0;0;0;2;55.77516;37.645078999999996;78,000,000;2;0
671;2843284;Чистые пруды;576;9;Большой Харитоньевский переулок;16-18;монолит;2;77.0;56.0;12.0;2;6;0;1;1;0;0;2;55.765205;37.647486;64,336,400;1;0
672;2846336;Молодежная;904;14;Молодогвардейская улица;31К1;кирпич;3;88.3;55.9;7.0;2;5;0;0;0;0;1;0;55.733264;37.416493;14,990,000;2;0
673;2846931;Отрадное;1480;22;Высоковольтный проезд;1к1;панель;2;61.0;35.0;12.0;12;22;2;1;0;1;0;1;55.873996;37.588889;11,000,000;2;0
674;2847065;Выставочная;659;10;3-я Красногвардейская улица;3;не заполнено;2;97.0;68.3;12.0;24;24;2;1;1;0;0;1;55.756427;37.537317;56,551,747;1;0
675;2848130;ВДНХ;975;15;проспект Мира;184К2;блочный;4;85.0;62.0;8.0;23;25;2;1;2;0;1;0;55.826529;37.650343;15,000,000;2;0
676;2850558;Новокузнецкая;672;10;Садовническая улица;51С1;нет данных;2;44.0;34.0;10.0;2;6;1;0;0;0;0;1;55.742847999999995;37.639976000000004;22,732,395;1;0
677;2852135;Октябрьское поле;2584;39;проспект Маршала Жукова;43К2;монолит;3;134.0;75.0;26.0;16;40;2;1;0;0;1;2;55.77474;37.469367999999996;45,000,000;2;0
678;2852945;Киевская;642;10;Бережковская набережная;12;нет данных;3;72.0;45.0;9.5;8;9;1;0;1;0;1;0;55.738074;37.564446000000004;22,500,000;2;0
679;2854332;Улица 1905 года;470;7;Столярный переулок;3к34;кирпич;3;109.0;87.0;20.0;1;4;2;0;1;0;1;0;55.764065;37.569782000000004;38,415,000;2;0
680;2854851;Улица 1905 года;470;7;Столярный переулок;3к34;кирпич;2;100.2;64.0;10.0;2;4;2;0;1;0;1;0;55.764065;37.569782000000004;30,900,000;2;0
681;2855268;Улица 1905 года;470;7;Столярный переулок;3к34;кирпич;3;100.0;80.0;20.0;3;4;2;0;1;0;1;0;55.764065;37.569782000000004;31,500,000;2;0
682;2857028;Китай-город;150;2;улица Солянка;1/2;кирпич;3;158.0;80.0;20.0;2;6;1;0;0;0;0;2;55.754167;37.637389;70,770,040;1;0
683;2861739;Киевская;1088;16;Студенческая улица;20;монолит;3;110.0;0.0;0.0;7;15;1;1;0;0;0;0;55.743334999999995;37.549983000000005;109,371,880;1;0
684;2861745;Арбатская;993;15;Большая Никитская улица;45;монолит;6;550.0;0.0;0.0;6;7;1;1;2;0;6;0;55.757526;37.590632;1,093,718,800;1;0
685;2861758;Фрунзенская;626;9;улица Ефремова;12;монолит;3;145.0;0.0;0.0;3;14;1;1;0;0;0;0;55.724059;37.572359999999996;79,999,972;2;0
